L        beta       energy       spec-heat    abs-magnet   suscept
020      0.3865      -0.515200        0.183717             0.239550         4.185355
020      0.5848      -0.941100        0.115640             0.965650         0.095423
020      0.4072      -0.572200        0.247037             0.360200         6.797784
020      0.4392      -0.709950        0.557094             0.655300         7.377837
020      1.0000      -0.999000        0.003636             0.999500         0.000909
021      0.0000      -0.047619        0.000000             0.020408         0.000000
021      0.4925      -0.860227        0.249967             0.901088         0.500684
021      0.4559      -0.773333        0.304704             0.785034         2.367772
021      0.4724      -0.821270        0.320499             0.857324         1.069049
021      0.4255      -0.634150        0.454565             0.439592        11.915439
021      0.5228      -0.900272        0.208880             0.932925         0.354348
021      0.4090      -0.575646        0.331732             0.312653         9.015501
021      0.3586      -0.451837        0.147541             0.173515         2.261997
021      0.4407      -0.721678        0.445308             0.655147         9.447178
021      0.3888      -0.520000        0.233408             0.259002         5.936592
021      0.2719      -0.311156        0.052633             0.082268         0.511428
021      0.4742      -0.817279        0.380016             0.840272         3.305578
021      0.4949      -0.864762        0.216482             0.903583         0.440521
021      0.4271      -0.648617        0.390027             0.519728        11.047979
021      0.4107      -0.586440        0.350659             0.340544         7.805732
021      0.3911      -0.537370        0.210848             0.245578         5.161596
021      0.5271      -0.908163        0.129165             0.940998         0.178818
021      0.4574      -0.789433        0.258195             0.827211         1.105182
021      0.3626      -0.455057        0.162887             0.145760         1.800462
021      0.4974      -0.869660        0.209644             0.908027         0.514586
021      0.4422      -0.741633        0.297603             0.744036         3.023961
021      0.4760      -0.835510        0.265938             0.866168         1.244053
021      0.3933      -0.544444        0.224578             0.310567         5.784254
021      0.2965      -0.346621        0.069339             0.107619         0.761256
021      0.5000      -0.874739        0.222646             0.912834         0.371090
021      0.5318      -0.906757        0.130372             0.939773         0.178838
021      0.4779      -0.839592        0.243464             0.878005         0.601206
021      0.3115      -0.372880        0.070618             0.109206         0.835771
021      0.4125      -0.605351        0.435971             0.449524         9.534799
